"Date","Price","Open","High","Low","Vol.","Change %"
"01/03/2025","7.000","7.450","8.150","7.000","5.96M","-6.04%"
"01/02/2025","7.450","7.700","7.500","7.200","2.22M","-3.25%"
"12/31/2024","7.700","7.700","7.700","7.700","125.13K","0.00%"
"12/30/2024","7.700","7.850","7.700","7.700","1.08M","-1.91%"
"12/27/2024","7.850","7.750","7.850","7.500","1.86M","1.29%"
"12/24/2024","7.750","7.400","7.750","7.050","2.59M","4.73%"
"12/23/2024","7.400","6.850","7.400","6.850","4.62M","8.03%"
"12/20/2024","6.850","6.550","6.850","6.450","6.38M","4.58%"
"12/19/2024","6.550","6.550","6.550","6.400","3.40M","0.00%"
"12/18/2024","6.550","6.400","6.550","6.550","1.29M","2.34%"
"12/17/2024","6.400","6.500","6.400","6.400","771.57K","-1.54%"
"12/16/2024","6.500","6.200","6.500","6.350","788.49K","4.84%"
"12/13/2024","6.200","6.300","6.200","6.150","2.43M","-1.59%"
"12/12/2024","6.300","6.300","6.300","6.300","1.07M","0.00%"
"12/11/2024","6.300","6.500","6.500","6.300","3.78M","-3.08%"
"12/10/2024","6.500","6.500","6.500","6.450","3.74M","0.00%"
"12/09/2024","6.500","6.450","6.500","6.500","707.57K","0.78%"
"12/06/2024","6.450","6.200","6.450","6.250","1.68M","4.03%"
"12/05/2024","6.200","6.250","6.250","6.200","1.33M","-0.80%"
"12/04/2024","6.250","6.150","6.250","6.150","627.10K","1.63%"
"12/03/2024","6.150","6.000","6.200","6.000","952.26K","3.36%"
"12/02/2024","5.950","5.950","5.950","5.750","2.39M","0.00%"
"11/29/2024","5.950","5.750","5.950","5.950","810.07K","3.48%"
"11/28/2024","5.750","5.800","5.750","5.750","706.18K","-0.86%"
"11/27/2024","5.800","6.150","5.800","5.800","2.87M","-5.69%"
"11/26/2024","6.150","6.150","6.150","6.150","1.71M","0.00%"
"11/25/2024","6.150","6.150","6.150","6.150","2.79M","0.00%"
"11/22/2024","6.150","6.150","6.150","6.150","601.39K","0.00%"
"11/21/2024","6.150","6.200","6.150","6.150","2.27M","-0.81%"
"11/20/2024","6.200","6.200","6.200","6.200","2.16M","0.00%"
"11/19/2024","6.200","5.900","6.200","5.900","1.81M","5.08%"
"11/18/2024","5.900","5.900","6.300","5.900","2.67M","0.00%"
"11/15/2024","5.900","5.900","5.900","5.900","1.11M","0.00%"
"11/14/2024","5.900","5.900","5.900","5.900","48.00K","0.00%"
"11/13/2024","5.900","6.000","5.900","5.800","1.73M","-1.67%"
"11/12/2024","6.000","6.000","6.000","6.000","2.19M","0.00%"
"11/11/2024","6.000","6.000","6.000","6.000","709.74K","0.00%"
"11/08/2024","6.000","6.000","6.000","6.000","293.01K","0.00%"
"11/07/2024","6.000","5.900","6.000","5.550","2.46M","1.69%"
"11/06/2024","5.900","6.000","5.950","5.650","1.07M","-1.67%"
"11/05/2024","6.000","6.050","6.000","5.650","2.45M","-0.83%"
"11/04/2024","6.050","6.050","6.050","6.050","2.41M","0.00%"
"11/01/2024","6.050","6.200","6.200","6.000","1.27M","0.00%"
"10/31/2024","6.050","6.350","6.200","6.050","2.69M","-4.72%"
"10/30/2024","6.350","6.350","6.350","6.350","190.21K","0.00%"
"10/29/2024","6.350","6.050","6.350","6.350","295.61K","4.96%"
"10/28/2024","6.050","6.250","6.050","6.050","745.41K","-3.20%"
"10/25/2024","6.250","6.000","6.250","6.000","1.94M","4.17%"
"10/24/2024","6.000","6.300","6.000","6.000","544.29K","-4.76%"
"10/23/2024","6.300","6.000","6.300","6.300","622.39K","5.00%"
"10/22/2024","6.000","6.000","6.000","6.000","91.73K","0.00%"
"10/21/2024","6.000","6.150","6.000","6.000","795.46K","-2.44%"
"10/18/2024","6.150","6.200","6.150","6.150","607.30K","-0.81%"
"10/17/2024","6.200","5.850","6.200","6.200","298.22K","5.98%"
"10/16/2024","5.850","5.900","5.900","5.850","467.13K","-0.85%"
"10/15/2024","5.900","6.000","5.950","5.900","716.80K","-1.67%"
"10/14/2024","6.000","6.000","6.000","5.950","1.14M","0.00%"
"10/11/2024","6.000","6.000","6.000","6.000","69.06K","0.00%"
"10/10/2024","6.000","6.000","6.000","6.000","213.83K","0.00%"
"10/09/2024","6.000","6.000","6.000","6.000","463.99K","0.00%"
"10/08/2024","6.000","6.450","6.000","6.000","983.62K","-6.98%"
"10/07/2024","6.450","6.200","6.450","6.250","992.39K","4.03%"
"10/04/2024","6.200","6.200","6.200","6.200","658.26K","0.00%"
"10/03/2024","6.200","6.500","6.500","6.200","1.22M","-4.62%"
